,comment
713,ரெவ்யு பாத்தபின் நல்ல பிரிண்ட் வந்தால் பார்க்கும் கமிட்டி சார்பில் படம் வெற்றி பெற வாழ்த்துக்கள் 
714,"ஆட்டுக்கு எதுக்கு தாடி
நாட்டுக்கு எதுக்கு கவர்னர் "
715,05:10 சிரிப்பு மிகச்சிறப்பு 
716,வாரிசுக்கே இந்த நிலமைனா... துணிவ நெனச்சேன் சிரிச்சேன்....
717,மன சுமையை குறைக்க வந்திருக்கும் அஜித் குமார் ரசிகர்கள் சார்பாக மனமார்ந்த நன்றிகளும் பாராட்டுகளும் வாழ்த்துகளும்
718,பிரகாஷ் ராஷ் நெனச்சா கூட வில்லனா நடிக்க முடியாது அந்த அளவுக்கு நல்லவனா மாறிட்டாறு
719,சன் டிவியில் சீரியல் பார்க்கும் ரசிகர்கள் சார்பாக படம் வெற்றிபெற அஜித் குமார் ரசிகர்கள் சார்பாக வாழ்த்துக்கள் 
720,வாரிசு ரீயூ காக காத்துக் கொண்டு இருந்தத தலைவர் சூப்பர் ஸ்டார் ரஜினிகாந்த் ரசிகர்கள் சார்பாக வாழ்த்துக்கள்
721,விஜய் அவர்கள் அரசியல் ஆசையை விட்டு விட்டு நடிப்பில் கவனம் செலுத்த வேண்டும். அன்பான வேண்டுகோள் ️
722,அரிய வாய்ப்பு......
723,சத்யம் நீயே தெய்வத்தாயே எம் ஜி ஆர் பாடலை பார்க்க சென்ற ரசிகர்கள் சார்பாக வாழ்த்துக்கள்
724,"""எப்புட்றா "" ரசிகர் சார்பாக படம் வெற்றி பெற வாழ்த்துக்கள்."
725,ரோஹினி தியட்ரில் கண்ணாடி உடைத்தவர்கள் சார்பாக படம் வெற்றி அடைய வாழ்துக்கள்
726,நல்லா சொல்லனும்னு பார்த்து கொண்டிருக்கும் விஜய் ரசிகர்களுக்கு வாழ்த்துக்கள்
727,உன்ன தான்யா எதிர்பார்த்துட்டு இருந்தேன்.. வா தலைவா வா
728,துணிவு விமர்சனத்தை நினைத்து கவலைப்படும் தல அஜித் ரசிகர்கள் மற்றும் சூர்யா ரசிகர்கள் சார்பாக படம் வெற்றிபெற வாழ்த்துக்கள்
729,தல ரசிகர்கள் சந்தோசமாக இந்த வீடியோ பாக்க வந்தவங்க ️
730,ப்ளூ சட்டை இவளோ சொன்ன பிறகும் படம் பார்த்து தான் திருவேன் ரசிகர்கள் சார்பாக படம் வெற்றி பெற வாழ்த்துக்கள்
731,தலைவா நீங்க வேற லவேல்
732,சரத்குமார் ரசிகர்கள் சார்பாக படம் வெற்றிபெற வாழ்த்துகள் 
733,வம்சி பைடிபல்லி ரசிகர்கள் சார்பாக படம் வெற்றி பெற வாழ்த்துக்கள்
734,எது சொன்னாலும் எங்க தளபதிக்கு நாங்க வெற்றி நாயகன் இளைய தளபதி
735,மனசில் பட்டதை சொல்லிட்டார்.... விஜய் அவர்களே உங்கள் மேல் மிகுந்த நம்பிக்கை உடன் தான் போனோம்... ஆனால் ஒரு மெகா ஹிந்தி சீரியலை தமிழாக்கம் பண்ணியது போன்றே இருந்தது.... விஜய் நீங்கள் தயவு செய்து நல்ல கதையை ஒரு ரசிகனாக கேட்டு அதன் பின் முடிவு எடுங்கள்... உங்களிடம் எதிர் பார்ப்பது துப்பாக்கி மாதிரியான கதை அம்சம் உள்ள படத்தை நன்றி
736,எப்படியும் மொக்கைனு தெரிஞ்சதால எந்த படத்தையும் பாக்க மாட்டேன்னு முரண்டு பிடிக்கும் அண்ணன் ப்ளூ சட்டை ரசிகர்கள் சார்பாக பொங்கல் வாழ்த்துக்கள்.
737,துணிவு ரிவ்யூ பாத்துடுத்து வாரிசு ரிவ்யூ பார்த்து ஆறுதல்படும் அஜித் ரசிகர்கள் சார்பாக படம் வெற்றிப்பெற வாழ்த்துக்கள்
738,குலை நடுக்கதோடு பார்க்கும் விஜய் ரசிகர்கள் சார்பாக வாழ்த்துக்கள்
739,அஜித் ரசிகர்கள் சார்பாக படம் வெற்றி பெற வாழ்த்துக்கள்
740,"வாரிசு பல தெலுங்கில் ஹிட்டடித்த படங்களின் கலவை தான். ஒருமுறை பார்க்கலாம், எதிர்பார்த்தெல்லாம் போகாதீங்க அவ்வளவு சரக்கில்லை படத்தில்"
741,வாரன் பப்பட் ரசிகர்கள் சார்பாக படம் வெற்றி பெற வாழ்த்துக்கள்...
742,நாளைக்கு அதிகாலையில் தான் வீடியோ ரிவி வரும் என்று எதிர்பார்த்து இருந்து தற்பொழுது திடீர்னு ரிவ்யூ வந்ததால் அதிர்ச்சி அடைந்த ரசிகர்கள் சார்பாக வாழ்த்துக்கள்
743,துணிவு ரிவ்யூ பார்க்க காத்திருக்கும் அஜித் விஜய் ரசிகர்கள் சார்பாக வாழ்த்துக்கள் ️
744,"நீங்கள் சொல்லும் அளவிற்கு படம் மோசமல்ல. குடும்ப பங்கான கதை 
இன்றைய சூழலில் இது போன்ற படங்கள் வரவேற்க்கபட வேண்டும்."
745,மெகா சீரியல் ஆயா வந்த மெகா சீரியல் இந்தி பட மெகா சீரியல் வாவ் வேற லேவல் தல நீ ️‍️‍️‍
746,வாரிசுக்கு  முட்டு கொடுக்கும் விஜய் ரசிகர்கள் சார்பாக  துணிவு  படம் வெற்றி பெற வாழ்த்துக்கள்
747,என்ன என்னால சொல்ல போரானோ நெனச்சி வந்த ரசிகர்கள் சார்பாக படம் வெற்றி பெற வாழ்த்துக்கள் 
748,அடேங்கப்பா. உன்னோட இந்த ரிவியூ வால ஒரு 100 கோடி வசூல் வாரிசு படத்துக்கு குறஞ்சிருக்கும்ல 
749,அடேங்கப்பா இவங்க மெகா சீரியல் எடுத்து வச்சிருக்காங்க டோய் நக்கல் யா உனக்கு 
750,ப்ளூ சட்டை ரசிகர்கள் சார்பாக படம் வெற்றி பெற வாழ்த்துக்கள்
751,துணிவு விவேகம் பார்ட் 2... வாரிசு மாயாண்டி குடும்பத்தார் பார்ட் 2
752,போகுற போக்குல கவர்னருக்கு ஒரு குத்து 
753,ப்ளூ சட்டை மாறனின் ஆன்ட்டி இந்தியன் படத்தின் ரசிகர்கள் சார்பாக படம் வெற்றி அடைய வாழ்த்துக்கள்
754,உங்களுக்காக தான் காத்துகிட்டு இருக்கேன் தலைவரே
755,உங்களின் பதிவுக்காக தான் வெயிட்டிங் அண்ணா அருமையான விமர்சனம் அண்ணா 
756,யாரு யாரு சார்பா வாழ்த்த வந்துருக்காங்கனு வேடிக்கை பாக்க வந்தவுங்க சார்பா வாழ்த்துக்கள்
757,"தொடர்ந்து தோல்வி அடைந்த அவர் ??? சார்பாக படம் வெற்றி பெற வாழ்த்துகள்,"
758,உள்ளம் கொள்ளை போகுதடா ஹிந்தி சீரியல் சார்பாக வாரிசு வெற்றியடைய வாழ்த்துகள்
759,புளூ சட்டை மாறன் அவர்களின் வாரிசு  விமர்சனத்தை பார்த்து சிரித்துக் கொண்டிருக்கும் ரசிகர்கள் சார்பாக வாழ்த்துக்கள்...
760,ஒரு கோடி கிடைக்கல ங்கிர விரக்தில வன்மத்தை கக்கிட்டான்...
761,நான் எதிர்பார்த்தது நடந்து விட்டது ஈசனுக்கு நன்றி
762,அண்ணா ஒனக்கு பிடிச்ச மாரி இங்க யாரும் சொந்த காச போட்டு படம் எடுக்க மாட்டாங்க...ஆடியின்ஸ் க்கு என்ன புடிக்குமோ அதைத்தான் எடுப்பாங்க...
763,நமக்கிருப்பது ஒரு குடும்பம்தான்... அந்த பிரச்சனையே குடும்பம்தான் சொல்ரவுங்க சார்பாக படம் வெற்றியடைய வாழ்த்துக்கள்
764,இடைவேளை க்கு முட்ட பப்ஸ் முழுங்கும் ரசிகர். சார்பாக படம் வெற்றிபெற வாழ்த்துக்கள்...
765,இது க்ரீன் சட்டையா இல்ல ப்ளூ சட்டையா னு தெரியாம பாக்கும் ரசிகர்கள் சார்பாக வாழ்த்துக்கள்....
766,கிறீன் சட்டையை புளூ சட்டை என்று இன்னும் நம்பிக்கொண்டிருக்கும் ரசிகர்கள் சார்பாக படம் வெற்றி பெற வாழ்த்துக்கள்.
767,வேற லெவல் ரிவ்யூ மச்சி 
768,"தெலுங்கு டப்பிங் படத்திற்கு ரிவியு கேட்க வந்துட்டு, மும்மரமாக  கமெண்ட்ஸ் படித்துக்கொண்டிருக்கும் ரசிகர்கள் சார்பாக வாழ்த்துக்கள்"
769,அணிலாமை இயக்கம் சார்பாக படம் வெற்றி பெற வாழ்த்துகள் 
770,ரொம்ப நன்றி 
771,போற போக்குல கவர்னரை உள்ளே இழுத்த தலைவர். நீல சட்டை
772,ஒரு நல்ல படமாவது எடுங்களேன்டா  என்று ஏஙகி விமர்சனம் பார்க்க வந்த தமிழ் சினிமா ரசிகர்கள் சார்பாக படம் வெற்றி பெற வாழ்த்துக்கள்.
773,டெலிகிராம்ல படம்பார்க்கும் ரசிகர்மன்றம் சார்பாக வாழ்த்துக்கள்
774,ஹிந்தி டப்பிங் மெகா சீரியல் 
775,நல்லவனா மாறும் பிரகாஷ் ராஜ் சார்பாக படம் வெற்றி பெற வாழ்த்துக்கள்
776,தல அஜித் ரசிகர்கள் சார்பாக படம் வெற்றி பெற வாழ்த்துக்கள்...
777,ரிவ்வை மட்டும் பார்த்து கடைசி வரைக்கும் படம் பார்க்காமல் குழப்பத்தில் சுற்றும் சங்கம் சார்பாக படம் வெற்றி பெற வாழ்த்துக்கள்
778,இன்னும் ஆண்டி இந்தியன் படம் பார்காதவர்கள் சார்பாக படம் வெற்றி பெற வாழ்த்துக்கள்
779,இந்தி மெகா சீரியல்... வா தலைவா வா தலைவா
780,இந்தியா வல்லரசாவதற்க்காக எடுத்த ஆன்டி இந்தியன் பட ரசிகர்கள் சார்பாக வாழ்த்துக்கள்
781,சூரி ரசிகர்கள் சார்பாக படம் வெற்றி பெற வாழ்த்துக்கள்
782,ஹிந்தி மெகா சீரியல் நடிக்கும் வீட்டு வேலை செய்யும் ஆயா சார்பாக படம் மிகப்பெரிய வெற்றி பெற வாழ்த்துகிறோம்
783,தல தளபதி சலூன் ரசிகர்கள் சார்பாக படம் வெற்றி பெற வாழ்த்துக்கள்...
784,பரவாயில்லை துணிவு படத்தை கூட இந்தமாரி கழுவி ஊத்தலை 
785,தமிழ் சினிமா அழிய எனது வாழ்த்துகள்
786,"அல்டிமேட் !         ஆட்டுக்கு எதுக்கு தாடி, நாட்டுக்கு எதுக்கு கவர்னர்"
787,இப்படத்தில் வரும் விஐய் மீசை சார்பாக வாழ்த்துக்கள் 
788,குபீரென்று சிரிப்பு வருது
789,என் நண்பன் ஒரு தல ரசிகன்! என சொல்லி கொண்டு இருக்கும் தரு தல ஆமை குமார் ரசிகன்! ஆனால் இப்போது அவன் தளபதி விஜய் ரசிகனாக  மாறிவிட்டான் காரணம் (கு) துணிவு விட வாரிசு அதிகமாக வசூல் சாதனையை செய்து இருப்பதால்!
790,சீரியல் அதுவும் ஹிந்தி சீரியல் அதுவும் மெகா சீரியல் வாழ்த்துக்கள் தளபதி
791,ப்ளூ சட்டை மாறனை சிகப்பு சட்டை மாறனாக மாற்ற போகும் தல தளபதி ரசிகர்கள் சார்பாக வீடியோ வெற்றி பெற வாழ்த்துக்கள்
792,"படத்துக்கு வெயிட் பண்ணத விட , இவர் ரிவ்யூக்காக வெயிட் பண்ண அனைத்து அன்பு உள்ளங்கள் சார்பாக இந்த வீடியோ வெற்றி பெற வாழ்த்துக்கள்....."
793,"இந்த படத்தில் சில சில தவறுகள், தேவை இல்லாத நடிப்பு உள்ளது ஒத்துக்கொள்கிறேம். ஆனால் இன்றைய காலகட்டத்தில் இது போன்ற படங்கள் வரவேற்கத்தக்கது அதுவும் பொங்கல் நேரத்தில் காரணம் தந்தை - மகன் இவர்களின் முக்கியத்துவம். மேலும் இந்த நேரத்தில் தான் வெளியூர் சென்ற இரத்த உறவுகள் வரும்..."
794,நல்ல தூங்கும் ரசிகர்கள் சார்பாக படம் வெற்றி பெற வாழ்த்துக்கள் 
795,இந்தி மெகா சீரியல் லாஸ்ட் பஞ்ச்
796,ஹிந்தி டப்புடு மெகா சீரியல் ரசிகர்கள் சார்பாக வாரிசு வளர வாழ்த்துக்கள்
797,அவருக்கு சம்பளம் வந்திடுச்சு ஓடுன என்ன ஒடலென அவருக்கு என்ன பாத்த நாம்தான் முட்டாள் பயலுக
798,விமர்சனம் பண்ண தெரியாம பண்ணிக் கொண்டிருக்கும் ப்ளூ சட்டை மாறன் அவர்கள் சார்பாக படம் வெற்றி பெற வாழ்த்துக்கள்
799,படுத்துகிக்கிட்டே ஈவிவ்  பார்க்கும் ரசிகர்கள் சார்பாக படம் வெற்றி பெற வாழ்த்துக்கள்....
800,நாகினி சிரியல் சார்பாக திரைப்படம் வெற்றி பெற வாழ்த்துக்கள் 
801,சூப்பர் சூப்பர் சூப்பர் சூப்பர் சூப்பர் சூப்பர் சூப்பர் சூப்பர் சூப்பர் ரிவியூ
802,என்றும் தல வரலாறு தான்
803,துணிவு விமர்சனத்துக்காக மன துணியவுடன் காத்திருக்கும் அஜித் ரசிகர்களுக்கு பொங்கல் நல்வாழ்த்துக்கள்
804,உண்மையிலேயே தலைவா இது மெகா சீரியல் தான்
805,இப்போ தான் மனசு ரொம்ப சந்தோசமா இருக்கு என்று எண்ணும் அஜித் ரசிகர் சங்கம்.....
806,என் மனசுல உள்ள பாரமே கொரஞ்சிடிச்சுயே 
807,பதான் படத்தில் தீபிகா படுகோன் போட்டுற்கும் காவி நிற ஜட்டி ரசிகர்கள் சார்பாக படம் வெற்றி பெற வாழ்த்துக்கள்️
808,ஜெய் பாலயா ரசிகர்கள் சார்பாக வாழ்த்துக்கள்!!!
809,வீடியோ இப்படி இருக்கும் என்று முன்பே தெரிந்துகொண்டாலும் வீடியோ பார்க்கும் ரசிகர்கள் சார்பாக வாழ்த்துக்கள் 
810,மென்மேலும் உங்கள் தொழில் வளர உங்கள் வாழ்க்கை செழிக்க விஜய் மக்கள் இயக்கத்தின் சார்பாக வாழ்த்துக்கள்(தர்மபுரி மாவட்டம்)
811,ஹிந்தி சீரியலை டப்பிங்கில் பார்க்கும் ரசிகர்கள் சார்பாக படம் வெற்றி பெற வாழ்த்துக்கள்
812,டெலிக்ராமில் டவுன்லோடு செய்யக்காத்திருக்கும் ரசிகர்கள் சார்பாக படம் வெற்றிபெற வாழ்த்துக்கள்
813,ப்ளூ சட்ட நல்லவன்னு நம்பி ரிவியூ பார்க்க வந்த ரசிகர்களுக்கு வாழ்த்துக்கள்
814,அஜித் ரசிகர்கள் சார்பாக படம் வெற்றி பெற வாழ்த்துக்கள்
815,வாழ்த்துக்கள் சொல்பவர்கள் சார்பாக வாழ்த்துக்கள் 
816,"உங்க விமர்சனம் ரொம்ப சூப்பர் !!
இப்படி சூப்பர் விமர்சனம் உங்ககிட்ட வாங்குறதுக்காகவே விசய் இப்படிப்பட்ட படம் நடிச்சுருக்கார் !!

தில் ராஜூ + வம்சி + விசய் உங்க கூட்டணி தொடர வாழ்த்துக்கள்!!"
817,2:10 ரோஸ்ட் ஸ்டார்ட் 
818,படம் எப்படி இருந்தாலும் விமர்சனங்களை ஏற்றுக் கொள்ள தான் வேண்டும்  ஆயிரம் பேர் ஆயிரம் சொல்லுங்க..இருக்கிறது தான்... எல்லாரையும் திருப்தி பண்ண முடியாது....
819,ஆக மொத்தம் இவன் ஒரு படத்த கூட நல்லாயிருக்குனு சொல்ல மாட்டான் என்று நினைக்கும் ரசிகர்கள் சார்பாக வாழ்த்துக்கள் 
820,' வாரிசு '  படம் பார்க்கும் ரசிகர்களுக்கு ' துணிவு '   வேண்டும்.
821,"""ஆட்டுக்கு எதுக்கு தாடி நாட்டுக்கு எதுக்கு கவர்னர்"" ️️"
822,மெகா சீரியல் பாக்கரவங்க அதுவும் ஹிந்தி மெகா சீரியல் பாக்கரவங்க இந்த படத்த மிஸ் பண்ணிடாதீங்க ஒரு அரிய வாய்ப்பு!!!!செம்ம கலாய் 
823,எது என்னவோ இந்த படத்தை வாங்கிவிக்கமுயன்ற   பாலிடால் பயல் மறுபடியும் பாலிடால்  குடிச்சு செத்தால் சரி.
824,சீரியல் ரசிகர்கள் சார்பாக படம் வெற்றி அடைய வாழ்த்துக்கள்
825,ஹிந்தி மெகா சீரியல் வெற்றி பெற  வாழ்த்துக்கள்.
826,இந்தி மெகா சீரியல் சங்கத்தின் சார்பாக படம் வெற்றி பெற வாழ்த்துக்கள்
827,குடும்பங்கள் கொண்டாடும் வெற்றி ரசிகர்கள் சார்பாக வாழ்த்துக்கள்
828,கடிக்கிற கொசுவை விட்டுட்டு தேமேன்னு சுவர்ல உக்காந்து இருக்கும் கொசுவை  பேட்டால்  கொல்லுவோர் சார்பாக படம் வெற்றி அடைய வாழ்த்துக்கள் ....
829,கோடி கணக்கில் செலவழித்து எடுக்க பட்ட சீரியல் ன்னு சொல்லுங்க
830,என்னோட மனசுல இருக்கிறத சொன்னதுக்கு வாழ்த்துக்கள் ப்ளு சட்டை மாறன் அவர்களுக்கு.
831,இந்த உலகத்திலேயே சிறந்த படம் (ஆன்டிஇந்தியன்₩ எடுத்ததாக நினைப்பில் தகுதியே இல்லாத  இந்த  நாதாரி  எல்லா படங்களையும் விமர்சனம் பண்ணுது  காலக்கொடுமை
832,ரம்மி விளையாட சொல்லி டார்ச்சர் பண்ணும் அண்ணன் சரத் குமார் ரசிகர்கள் சார்பாக வீடியோ வெற்றி பெற வாழ்த்துக்கள்
833,புத்தருக்கே போட்டியா வந்திருப்பாரு போலிருக்கு. 
834,தவமாய் தவமிருந்து காணும் அணிலாமை ரசிகர்கள் சார்பாக வாழ்த்துக்கள்
835,"பச்சை சட்டைய போட்டு கொண்டு, புளூ சட்ட என்று சொல்லும் மாறன் சார்பாக, பாலையா படம் பார்க்க காத்து தவம் இருக்கும் ரசிகர்கள் சார்பாக, வாரிசு, துணிவு வெற்றி பெற வாழ்த்துகள்"
836,நீலம் பண்ணி மய்யம் சார்பாக படம் வெற்றி பெற வாழ்த்துக்கள் மாமே மாறா 
837,ப்ளூ சட்டை மாறன் நேரில் கிடைத்தால் நன்றாக இருக்கும்.
838,மெட்டி ஒலி  போல் வருட கணக்காக படம் ஓடி வெற்றி அடைய வாழ்த்துக்கள் 
839,மன ஆறுதல் தேடி வந்து இருக்கும் அஜித் ரசிகர்கள் சார்பில் படம் வெற்றி பெற வாழ்த்துக்கள் 
840,உனக்காக காத்திருக்கும் சங்கம் சார்பில் நன்றி தலைவா 
841,"நாட்டுக்கு எதுக்கு கவர்னர், சார்பாக வெற்றி பெற வாழ்த்துக்கள்"
842,தம்பி வாரிசு படம் இல்லப்பா நாடகம்...
843,பேசாம துணிவு பாத்துருலாம் நினைக்குற விஜய் ரசிகர்கள் சார்பாக வாழ்த்துக்கள்
844,2025 சன் டிவி ரிலிஸ்காக காத்துருக்கும் ரசிகர்கள் சார்பாக படம் வெற்றி பெற வாழ்த்துக்கள் 
845,தலைவா இன்னிக்கி தான் உங்க வாயிலிருந்து நல்ல வார்த்தை வந்து இருக்குது வீடியோ வெற்றி பெற வாழ்த்துக்கள்
846,இந்தி மெகா சீரியல் 
847,புழுகினி மாறன்
848,மாறன்னா கில்லி.. ️
849,"தெலுங்கு - வைகுண்ட புரம்
தமிழ் - ஆதி, தலைவா, சூரிய வம்சம்.. 

. இன்னும் என்னென்ன இருக்குன்னு தெரியல"
850,தற்செயலாக  யூடியூப் வந்து ரிவிவ்யு பாத்து அதிர்ச்சியடைந்தோர் சார்பாக வாழ்த்துக்கள்...
851,துணிவு இவரிடம் இருந்து தப்பித்துவிடும் என்று நம்பி ஏமாற போகும் ரசிகரகள் சார்பா படம் வெற்றி பெற வாழ்த்துக்கள்
852, அடங்காத அஜித் குருப்ஸ் சார்பாக வெற்றி பெற வாழ்த்துக்கள் ️
853,யாரெல்லாம் விஜய் 67க்கு வெயிட் பண்றது
854,லெஜன்ட் சரவணன் ரசிகர் சார்பாக வாழ்த்துக்கள் 
855,சார்பாக கமெண்ட் பாத்து கடுப்பாவோர் சார்பாக படம் வெற்றி பெற வாழ்த்துக்கள் 
856,யாரெல்லாம் துணிவு பட விமர்சனத்துக்கு வெயிட்டிங்...
857,இவரின் வீடியோவை ஏப்போதும் ஒரு நிமிடம் ஸ்கிப் செய்து பார்க்கும் ரசிகர்கள் சார்பாக படம் வெற்றி பெற வாழ்த்துகள்
858,அந்த மெகா சீரியல் நீயே ஏன் போய் பார்த்தேன்.... ரிவில் எதுனா சொல்லி சம்பாதிக்க தானே போய் பார்த்தே...... இது வாரிசு பொங்கல் இவர் ரிவி எல்லாம் கண்டுக்காதீங்க போய் படத்த பாத்துட்டு உங்களுக்கு என்ன தோணுதோ அதை சொல்லுங்க
859,இந்தி மெகா சீரியல்தான் பாப்பேன்னு இருக்குறவங்களுக்கு இது ஒரு அரிய வாய்ப்பு. 
860,ரசிகர்கள் சார்பாக படம் வெற்றி பெற வாழ்த்துக்கள் என கூறும் ரசிகர்கள் சார்பாக படம் வெற்றி பெற வாழ்த்துக்கள்.
861,என்ன ஆனாலும் பரவாயில்லை ன்னு இறங்கி செய்ய காத்திருக்கும் கௌதம் வாசுதேவ் மேனன் சார்பாக வாரிசு வெற்றி பெற வாழ்த்துக்கள் 
862,உண்மைய சொன்ன ப்ளூ சட்டை மாறனுக்கு வாழ்த்துக்கள் 
863,"தளபதி என்னும் பட்டமும் ஸ்டாலினால் போச்சு, இப்போ தமிழகத்தின் முதல் நடிகர் என்னும் பட்டமும் அஜித் குமாரால் போச்சு, இனி இந்த ஜோசப் விஜய் நிலை என்ன ஆகும்....."
864,எருக்கன் செடி ஓரம் இறுக்கி பிடிச்ச ரசிகர்கள் சார்பாக படம் வெற்றி பெற வாழ்த்துக்கள் 
865,இந்த வாழ்த்துக்கள் கல்ச்சர ஆரம்பிச்சு வச்சவன் மட்டும் கைல கிடைச்சான்னா டாய்லி செத்தான்டா.
866,வார்ணிசு வெற்றி பெற வாழ்த்துக்கள் 
867,இந்த புடிங்கி விமர்சனத்த பாக்க வந்தவர்களுக்கு அகில உலக புடிங்கி ரசிகர்கள் சார்பாக  வாழ்த்துக்கள் 
868,"இந்த மாதிரி பல்ப்கள்  விஜய், அஜித் படங்கள் நெறைய தடவை வாங்கிருந்தாலும் , 

சேர்ந்து பல்ப் வாங்குறது இதான் 1ஸ்ட் டைம்....."
869,கமல் ஹாசன் மறுபடியும் தமிழ் சினிமாவ காப்பாத்தனும
870,துணிவோடு வாரிசு வெற்றி பெற வாழ்த்துக்கள்... 
871,"அஜித், விஜய் க்கு ஒரு நல்ல படம் கொடுக்க தமிழ் நாட்டுல டைரக்டரே இல்லையா???? "
872,ஆட்டுக்கு எதுக்கு தாடி நாட்டுக்கு எதுக்கு கவர்னர் 
873,நாடு ௭௩்கே வல்லரசு ஆகும் டல்லரசு தான் ஆகும்.பன்ச் சூப்பர்
874,"விஜய் படம் என்றாலே மெக்கையாக தான், இருக்கும்.
என்று துணிவுடன் சொன்ன |புளு சட்டை மாறனுக்கு"
875,தளபதி ரசிகர்கள் சார்பாக ஆமை தாத்தா படம் வெற்றி பெற வாழ்த்துக்கள்....
876,அனைத்து பெருமையும் வம்சி அவர்களுக்கே 
877,வம்சி இயக்கத்தில் விஜய் அண்ணா இன்னொரு படம் நடிக்க வேண்டும் என விரும்பும் ரசிகர்கள் சார்பாக படம் வெற்றி பெற வாழ்த்துக்கள் 
878,நான் விஜய் குறை சொல்லவில்லை ஆனால் அவர் தமிழ் டைரக்டருக்கு வாய்ப்பு கொடுத்திருக்கலாம் முதல் முறையாக நான் ப்ளூ சட்டை மாறன் வாய்விட்டு சிரித்து ஆச்சரியப் பட்டேன் நான் நினைப்பதை அப்படியே தமிழ் சீரியல்குட எதார்த்தமாக இருக்கும் ஆனால் இந்த சீரியல் எப்படி இருக்குமோ அது போன்றுதான் இருந்தது இங்கே சீரியல்தான் வேலைகாரி உடன் மேக்கப் போட்டு வீட்டுக்காரி அதிகாரி நம்பமுடியாத கதாபாத்திரங்கள் அதையும் பல பெண்கள் தமிழ் நாட்டிற்கும் வேட்டி கம்பெனிக்கு வேலைக்குப் போகும் பெண்கள் பணக்காரப் பெண்கள் அதுபோன்ற சீரியலை தமிழில் டப்பிங் ஆகி வருவது பார்ப்பார்கள் ஏனென்றால் அதில் மேக்கப் எதோ அவர்களுக்கு தகுதியானவர்கள் நடிப்பது போல் அவர்கள் உணர்வார்கள் அதாவது பணக்கார சீரியல் நினைத்துக் கொண்டு பார்ப்பார்கள் அவர்களை தனித்துவமாக காட்டிக்கொள்கிறார்களம்.
879,"சும்மாவே ஆடுவான், இப்போ சொல்லவா வேணும் "
880, குடும்பங்கள் கொண்டாடும் வெற்றி 
881,மன ஆறுதல் தேடி வந்திருக்கும் அஜித் ரசிகர்கள் சார்பாக வாழ்த்துக்கள்
882,"இதய தெய்வம் அஜித்குமார் வாழ்க....
இதய தெய்வம் அஜித்குமார் வாழ்க..."
883,பைத்தியம்ன்னு நெனச்சா நல்லாத்தானய்யா சொல்றாரு
884,"25 வருடங்களுக்கு முன்பு வெளிவந்த சூர்ய வம்சம் படத்துக்கு முன்னாடியே வாரிசு படம் வெளிவந்திருந்தா, ஒருவேளை எடுபட்டிருக்கும். இப்போ சுத்த வேஸ்ட்!!!
புதுசா எதுமே யோசிக்க மாட்டிங்களாடா... அடச்ச்ச்சேய்..."
885,"அப்பாடா இப்பதான் என் மனசே குளு குளுனு இருக்கு , எங்க படம் வெளங்கிருமோனு நெனச்சேன் நல்லவேள வெளங்காம போய்ருச்சி "
886,"துணிவு மற்றும் வாரிசு
படம் பார்க்காத தனுஷ் ரசிகர்கள் சார்பாக இரண்டு படமும் வெற்றி பெர வாழ்த்துக்கள் "
887,படம் பார்க்க நேரம் இல்லாமல்  செமஸ்டர் எஃசாம் எழுதிய மாணவர்கள் சார்பாக படம் வெற்றி பெற வாழ்த்துக்கள்
888,4:09 சூப்பர் தலைவா
889,மன ஆறுதல் தேடி வந்திருக்கும் அஜித் ரசிகர்களுக்கு படம் வெற்றி பெற என் வாழ்த்துக்கள்
890,மாறன் அண்ணன் உங்களுக்கு ஒன்று நான் சொல்கிறேன் உங்க சேனலை சப்ஸ்கிரைப் பண்றதுக்கு காரணம் உங்கள் சேனலில் கமெண்ட் பண்றதுக்கு மட்டும்தான் நீங்க படத்த பாத்துட்டு வந்து எந்த உழைப்பும் இல்லாமல் ரிவ்யூ உங்களுக்கு காசு வருது நிறைய படத்துல நடிச்சு கஷ்டப்பட்டு உழைத்து பலபேர் கஷ்டப்பட்டு எடுக்கிறாங்க அது நீங்க உதாசீனப்படுத்தி இருங்க
891,அதுமட்டும் இல்ல வேற பட பாடல் மியூசிக் சந்தோஷ் சுப்ரமணியன் படம் கதை இன்னும் நல்லா பாருயா உன்ன நான் ரொம்ப பெரிய ஆளுன்னு லா யா நெனச்சேன் இப்டி டம்மியா இருக்கியே
892,1:08 இருந்து பார்க்க ஆரம்பிக்க மக்களே
893,நல்ல ஜோக் விமர்சனம். உன் விமர்சனத்தை பார்த்துட்டே இருக்கலாம் போல இருக்கு சிரிப்பு போலீஸ்
894,இவன எங்கியாவது பார்த்தா அடிக்க காத்துக்கொண்டு இருப்பவர்கள் ?
895,கடைசில படம் அசித்திய காசில விட்டம் பாரு படத்தின் கதையும்தன்
896,அறிய வாய்ப்பா ? 
897,டல்லரசு 
898,"அவரவர் எண்ணத்திற்கு படம் எடுக்க வேண்டும் என்றால் அது கடவுளால் மட்டுமே முடியும்
ஒரு சினிமா எடுத்து பட்டும் திருந்தவில்லை இந்த ஆ(பு)ளு சட்ட"
899,"வெரும் ₹60, 000 மா"
900,அண்ணா சூப்பரா சொன்னிங்க அண்ணா.
