Tweet,Date of Tweet,Topic,Parent Tweet
Nee lam soru dhane sapudure..? Vekkame illaiya da.. Thuuu,"Aug 27, 2021",Covid vaccine - Boon or bane,தனது குடிமக்களுக்கு 200 கோடி டோஸ் தடுப்பூசி செலுத்தி சாதனை செய்துள்ள மக்கள் சீனம். #China #COVID19 #Vaccination
என்ன கண்றாவிட இது!?,"Aug 27, 2021",Covid vaccine - Boon or bane,தனது குடிமக்களுக்கு 200 கோடி டோஸ் தடுப்பூசி செலுத்தி சாதனை செய்துள்ள மக்கள் சீனம். #China #COVID19 #Vaccination
வைரஸ் வந்ததே அவனுங்களாலதான்... அவனுகளுக்கு பாராட்டு பத்திரம் ஒரு கேடா. அவனுகளுக்கு முட்டு குடுத்துட்டு இருக்குறதால தான் இங்க ஒரு ஹேரும் புடுங்க முடில.... மூடிட்டு உள்ளூர் அரசியல பாருங்கய்யா...,"Aug 27, 2021",Covid vaccine - Boon or bane,தனது குடிமக்களுக்கு 200 கோடி டோஸ் தடுப்பூசி செலுத்தி சாதனை செய்துள்ள மக்கள் சீனம். #China #COVID19 #Vaccination
ஈனப்பயலுக .. இவனுக ஆட்சி செய்யுற கேரளா நாறி கெடக்கு.. அதுக்கு காரனே சீனா காரன்னு மறந்துட்டு தூக்கிட்டு வந்துட்டானுக ஈனப்பிறவிக,"Aug 27, 2021",Covid vaccine - Boon or bane,தனது குடிமக்களுக்கு 200 கோடி டோஸ் தடுப்பூசி செலுத்தி சாதனை செய்துள்ள மக்கள் சீனம். #China #COVID19 #Vaccination
செருப்பு பியும் உண்டியல்!!!!,"Aug 27, 2021",Covid vaccine - Boon or bane,தனது குடிமக்களுக்கு 200 கோடி டோஸ் தடுப்பூசி செலுத்தி சாதனை செய்துள்ள மக்கள் சீனம். #China #COVID19 #Vaccination
பரப்பி விட்டதே அவனுங்க தானயா பதறுங்களா...,"Aug 27, 2021",Covid vaccine - Boon or bane,தனது குடிமக்களுக்கு 200 கோடி டோஸ் தடுப்பூசி செலுத்தி சாதனை செய்துள்ள மக்கள் சீனம். #China #COVID19 #Vaccination
அப்படியே கேரளாவில் போய் உங்க லட்சணத்தை பார்க்கவும்.,"Aug 27, 2021",Covid vaccine - Boon or bane,தனது குடிமக்களுக்கு 200 கோடி டோஸ் தடுப்பூசி செலுத்தி சாதனை செய்துள்ள மக்கள் சீனம். #China #COVID19 #Vaccination
"டேய் உங்களுக்கு உண்மையிலேயே சூடு சொரணை ஏதாவது இருக்கா....
குளோபல் டைம்ஸ் விட ஓவரா சொம்பு அடிக்கிறீங்களே... இதுக்கு  பேசாம சீனாகாரன் பீயை திங்கலாம்...","Aug 27, 2021",Covid vaccine - Boon or bane,தனது குடிமக்களுக்கு 200 கோடி டோஸ் தடுப்பூசி செலுத்தி சாதனை செய்துள்ள மக்கள் சீனம். #China #COVID19 #Vaccination
Vekkamae illadavangala nenga... Thingara sothukachum mariyadhai kodunga da ,"Aug 27, 2021",Covid vaccine - Boon or bane,தனது குடிமக்களுக்கு 200 கோடி டோஸ் தடுப்பூசி செலுத்தி சாதனை செய்துள்ள மக்கள் சீனம். #China #COVID19 #Vaccination
"கேரளாவில் உங்கள் கட்சி ஆட்சி தானே. பினராயி மிகச் சிறப்பாக கெராணாவை கட்டுப்படுத்தி விட்டாரா? 

கேரளாவில் இந்த அளவு கொராணா பரவுவதற்கு கம்யூனிஸ்ட் கட்சியின் நிர்வாக திறமை இல்லாத ஆட்சி தான் காரணம்","Aug 27, 2021",Covid vaccine - Boon or bane,தனது குடிமக்களுக்கு 200 கோடி டோஸ் தடுப்பூசி செலுத்தி சாதனை செய்துள்ள மக்கள் சீனம். #China #COVID19 #Vaccination
அப்படியே இந்த வைரஸ் எப்படி உருவாச்சு என்று கேட்டு சொல்லுங்கடா சொம்பு தூக்கி தெண்டங்கள,"Aug 27, 2021",Covid vaccine - Boon or bane,தனது குடிமக்களுக்கு 200 கோடி டோஸ் தடுப்பூசி செலுத்தி சாதனை செய்துள்ள மக்கள் சீனம். #China #COVID19 #Vaccination
சங்கிகள் இங்கு வரவும்...,"Aug 27, 2021",Covid vaccine - Boon or bane,தனது குடிமக்களுக்கு 200 கோடி டோஸ் தடுப்பூசி செலுத்தி சாதனை செய்துள்ள மக்கள் சீனம். #China #COVID19 #Vaccination
"ungalukkellam thuli kooda vekkam manam soodu soranai, ethuvume illaya. Enna janmam da neengalam.","Aug 28, 2021",Covid vaccine - Boon or bane,தனது குடிமக்களுக்கு 200 கோடி டோஸ் தடுப்பூசி செலுத்தி சாதனை செய்துள்ள மக்கள் சீனம். #China #COVID19 #Vaccination
"டேய் சீனாவிற்கு பிறந்த புள்ளைங்களா,இன்று இந்திய நாடு 1 கோடி தடுப்பூசிகள் போட்டுள்ளதுக்கு அதுக்கு வாய் திறக்காமல்,நம் இந்திய ராணுவ வீரர்களை கொன்ற உன் அப்பன் நாட்டுக்கு விளக்கு பிடிக்கிறிங்களே,உங்களுக்கு கேவலமாக இல்லையா.
நீங்க சீனாக்காரனுக்கு பிறந்த பயலுங்க தான் உறுதியா தெரியுது.","Aug 28, 2021",Covid vaccine - Boon or bane,தனது குடிமக்களுக்கு 200 கோடி டோஸ் தடுப்பூசி செலுத்தி சாதனை செய்துள்ள மக்கள் சீனம். #China #COVID19 #Vaccination
"சீன ஷு நக்கி கம்யூனிஸ்ட்...
Virus சீனாவிலிருந்து தான் வந்தது..இதில் ஊசி போட்டாங்களாம்...","Aug 28, 2021",Covid vaccine - Boon or bane,தனது குடிமக்களுக்கு 200 கோடி டோஸ் தடுப்பூசி செலுத்தி சாதனை செய்துள்ள மக்கள் சீனம். #China #COVID19 #Vaccination
இன்றைக்கு நம் நாடு ஒரே நாளில் 1 கோடி தடுப்பூசி போட்டி இருக்கு அதை ஒரு இந்தியனாக பாராட்ட தெரியல இவங்க என்னடானா சீனாவுக்கு பாராட்டு பத்திரம் வாசிகுறாங்க ... Shameles people..,"Aug 28, 2021",Covid vaccine - Boon or bane,தனது குடிமக்களுக்கு 200 கோடி டோஸ் தடுப்பூசி செலுத்தி சாதனை செய்துள்ள மக்கள் சீனம். #China #COVID19 #Vaccination
"உங்க கூட்டத்தை எல்லாம் நடு ரோட்டுல அம்மணக்குண்டியா நிக்க வச்சு,உடம்பு முழுக்கு சக்கரைதண்ணிய கரைச்சு ஊத்தி,காட்டெறும்பு புத்தை உங்க மேலயே உடைச்சு விட்டு,கடிக்க வச்சு அனு அனுவா சாவடிக்கணுமடா, நாடுமாறி நாய்களா.

இன்னைக்கு உலகமே திண்டாடிக்கிட்டுஇருக்கு.
நீ அவனுக்கு சொம்படிக்கிறியா?","Aug 28, 2021",Covid vaccine - Boon or bane,தனது குடிமக்களுக்கு 200 கோடி டோஸ் தடுப்பூசி செலுத்தி சாதனை செய்துள்ள மக்கள் சீனம். #China #COVID19 #Vaccination
"You guys supported China during 1962 war, so nothing surprising.","Aug 28, 2021",Covid vaccine - Boon or bane,தனது குடிமக்களுக்கு 200 கோடி டோஸ் தடுப்பூசி செலுத்தி சாதனை செய்துள்ள மக்கள் சீனம். #China #COVID19 #Vaccination
உங்களுக்கு வெட்கமாகவே இல்லையாடா மானங்கெட்டவனுங்களா திங்கிறது இங்கே விஸ்வாசம் அங்கே தேசதுரோகிகளா…,"Aug 28, 2021",Covid vaccine - Boon or bane,தனது குடிமக்களுக்கு 200 கோடி டோஸ் தடுப்பூசி செலுத்தி சாதனை செய்துள்ள மக்கள் சீனம். #China #COVID19 #Vaccination
"ரஷ்யாவை பார்னான் புட்டுகிச்சு,கியூபாவை பார்னான் கிழிஞ்சிடுச்சு இப்போ சீனாவை பார் என்கிறான் சிதைந்து சீரழியப்போவுது.","Aug 28, 2021",Covid vaccine - Boon or bane,தனது குடிமக்களுக்கு 200 கோடி டோஸ் தடுப்பூசி செலுத்தி சாதனை செய்துள்ள மக்கள் சீனம். #China #COVID19 #Vaccination
ஆமாம் கொரொனாவின் அப்பனுக்கு மட்டும் தான் தெரியும் பிள்ளை பிறந்த தேதி ...உலக நாடுகளுக்கு கொரொனாவின் தந்தை தன் பிள்ளைகளை அறிமுகப்படுத்தவே ஒருவருடம் ஆகிற்று! ஆகவே தாய் மாமன் சீர் செய்துமுடிக்க இங்கே நேரம் போதவில்லை விரைவில் இந்தியாவிலும் முடிக்கப்படும்,"Aug 28, 2021",Covid vaccine - Boon or bane,தனது குடிமக்களுக்கு 200 கோடி டோஸ் தடுப்பூசி செலுத்தி சாதனை செய்துள்ள மக்கள் சீனம். #China #COVID19 #Vaccination
அப்ப ஏன்டா இங்க மண்டிப்போட்டு *ம்பிட்டிருக்கீங்க... அங்கேயே போய் சமாதியாயிடுங்கடா...,"Aug 28, 2021",Covid vaccine - Boon or bane,தனது குடிமக்களுக்கு 200 கோடி டோஸ் தடுப்பூசி செலுத்தி சாதனை செய்துள்ள மக்கள் சீனம். #China #COVID19 #Vaccination
"லூசடா நீ. அந்த சீனன் சென்னை வந்த போது அவனை பார்க்கணும் என காத்து நின்ன, அவன் உங்களை மதிக்க கூட இல்ல. நீ இன்னும் அவன் பேனரை தூக்கிட்டு அலையுற. இந்த உண்டியல் குலுக்கி வேலையை என்னைக்கு நிருத்திட்டு வேலை செஞ்சு பொழப்பு நடத்துவீங்க??","Aug 28, 2021",Covid vaccine - Boon or bane,தனது குடிமக்களுக்கு 200 கோடி டோஸ் தடுப்பூசி செலுத்தி சாதனை செய்துள்ள மக்கள் சீனம். #China #COVID19 #Vaccination
அங்கேயே போயி சாவுங்கடா உண்டி குலுக்கிஸ் ,"Aug 28, 2021",Covid vaccine - Boon or bane,தனது குடிமக்களுக்கு 200 கோடி டோஸ் தடுப்பூசி செலுத்தி சாதனை செய்துள்ள மக்கள் சீனம். #China #COVID19 #Vaccination
DMK as opposition party is responsible for the vaccine hesitancy. Now they are in power and find it difficult to persuade people to go for vaccination.,"Nov 18, 2021",Covid vaccine - Boon or bane,Tamil Nadu: six crore vaccine doses given of which four crore are first doses. Effectively only half the states population has received a single dose and 25% has received two doses. Efficacy of vaccination in preventing COVID Deaths - 84% of deaths are in unvaccinated group.
TN had hesitancy since the time vaccination started.,"Nov 18, 2021",Covid vaccine - Boon or bane,Tamil Nadu: six crore vaccine doses given of which four crore are first doses. Effectively only half the states population has received a single dose and 25% has received two doses. Efficacy of vaccination in preventing COVID Deaths - 84% of deaths are in unvaccinated group.
Moreover nobody wears a mask in this state,"Nov 18, 2021",Covid vaccine - Boon or bane,Tamil Nadu: six crore vaccine doses given of which four crore are first doses. Effectively only half the states population has received a single dose and 25% has received two doses. Efficacy of vaccination in preventing COVID Deaths - 84% of deaths are in unvaccinated group.
"Lots of people who took vaccines in March/April are likely to need boosters. 
Maybe govt should allow those interested to take that if others are not using the Vaxx stock.
or allow Pvt players to provide boosters( even pFizer or Moderna, if Vaxx mixing is safe)","Nov 18, 2021",Covid vaccine - Boon or bane,Tamil Nadu: six crore vaccine doses given of which four crore are first doses. Effectively only half the states population has received a single dose and 25% has received two doses. Efficacy of vaccination in preventing COVID Deaths - 84% of deaths are in unvaccinated group.
Highly educated and industrialised societies behaving like this way is a shame !!,"Nov 18, 2021",Covid vaccine - Boon or bane,Tamil Nadu: six crore vaccine doses given of which four crore are first doses. Effectively only half the states population has received a single dose and 25% has received two doses. Efficacy of vaccination in preventing COVID Deaths - 84% of deaths are in unvaccinated group.
"Vaccination must for all Indians, otherwise virus spreads to next level, becautious in Carona treatment","Nov 18, 2021",Covid vaccine - Boon or bane,Tamil Nadu: six crore vaccine doses given of which four crore are first doses. Effectively only half the states population has received a single dose and 25% has received two doses. Efficacy of vaccination in preventing COVID Deaths - 84% of deaths are in unvaccinated group.
They should now release stats on the % of Muslims n Christians unvaccinated,"Nov 18, 2021",Covid vaccine - Boon or bane,Tamil Nadu: six crore vaccine doses given of which four crore are first doses. Effectively only half the states population has received a single dose and 25% has received two doses. Efficacy of vaccination in preventing COVID Deaths - 84% of deaths are in unvaccinated group.
Yes sir please send vaccines,"Jun 1, 2021",Covid vaccine - Boon or bane,"Hon'ble @drharshvardhan, Sir, with the limited stock of the Covid vaccine in Tamil Nadu, the vaccination is to be halted from 3rd June. At this juncture, I request your kind interference for the smooth supply of vaccines to TN for uninterrupted #vaccination. Thank you! #COVID19"
How is #dmkgovt handling #CoronaSecondWave in #TamilNadu ?? #TamilNadulockdown #JagameThandhiram #CowMilkParty #tuesdaymotivations #ThalapathyBirthdayMonthBegins #StayHomeStaySafe #tuesdayvibe,"Jun 1, 2021",Covid vaccine - Boon or bane,"Hon'ble @drharshvardhan, Sir, with the limited stock of the Covid vaccine in Tamil Nadu, the vaccination is to be halted from 3rd June. At this juncture, I request your kind interference for the smooth supply of vaccines to TN for uninterrupted #vaccination. Thank you! #COVID19"
Good one Sir.. We need such proactive measures from both frontline Dravdian Parties.   Your inputs to present government will be very useful. ,"Jun 1, 2021",Covid vaccine - Boon or bane,"Hon'ble @drharshvardhan, Sir, with the limited stock of the Covid vaccine in Tamil Nadu, the vaccination is to be halted from 3rd June. At this juncture, I request your kind interference for the smooth supply of vaccines to TN for uninterrupted #vaccination. Thank you! #COVID19"
Adhellam stock request panni aachu from the govt.. inga ivara paarattradhoda niruthikkonga. Stock vandhadhuku apuram Ivar pannadhala dhan koduthanga nu evanaachum thatta thookinu vandhudaadheenga. Pls.,"Jun 1, 2021",Covid vaccine - Boon or bane,"Hon'ble @drharshvardhan, Sir, with the limited stock of the Covid vaccine in Tamil Nadu, the vaccination is to be halted from 3rd June. At this juncture, I request your kind interference for the smooth supply of vaccines to TN for uninterrupted #vaccination. Thank you! #COVID19"
Great sir இன்னும் அந்த #BJP leaders எங்கப்பா,"Jun 1, 2021",Covid vaccine - Boon or bane,"Hon'ble @drharshvardhan, Sir, with the limited stock of the Covid vaccine in Tamil Nadu, the vaccination is to be halted from 3rd June. At this juncture, I request your kind interference for the smooth supply of vaccines to TN for uninterrupted #vaccination. Thank you! #COVID19"
Good but these DMK fellows will not understand your good gesture,"Jun 1, 2021",Covid vaccine - Boon or bane,"Hon'ble @drharshvardhan, Sir, with the limited stock of the Covid vaccine in Tamil Nadu, the vaccination is to be halted from 3rd June. At this juncture, I request your kind interference for the smooth supply of vaccines to TN for uninterrupted #vaccination. Thank you! #COVID19"
Vaccine program may be conducted as follows -Week 1st 3 days  age 18 to 45 and next 3-4 days age above 45. We may avoid unnecessary confusions This is my kind request and thank you sir.,"Jun 1, 2021",Covid vaccine - Boon or bane,"Hon'ble @drharshvardhan, Sir, with the limited stock of the Covid vaccine in Tamil Nadu, the vaccination is to be halted from 3rd June. At this juncture, I request your kind interference for the smooth supply of vaccines to TN for uninterrupted #vaccination. Thank you! #COVID19"
Good request sir,"Jun 1, 2021",Covid vaccine - Boon or bane,"Hon'ble @drharshvardhan, Sir, with the limited stock of the Covid vaccine in Tamil Nadu, the vaccination is to be halted from 3rd June. At this juncture, I request your kind interference for the smooth supply of vaccines to TN for uninterrupted #vaccination. Thank you! #COVID19"
"Well done Dr Sir ! மக்கள் பணியில் அம்மா அவர்களின் உண்மை விசுவாசங்கள் என்றும் களத்தில்! 
"" மக்களால் நாம்
   மக்களுக்காகவே நாம் "" என்ற தாரக மந்திரத்தின் செயலே! என்றும் அம்மா அவர்களின் வழியில்!","Jun 1, 2021",Covid vaccine - Boon or bane,"Hon'ble @drharshvardhan, Sir, with the limited stock of the Covid vaccine in Tamil Nadu, the vaccination is to be halted from 3rd June. At this juncture, I request your kind interference for the smooth supply of vaccines to TN for uninterrupted #vaccination. Thank you! #COVID19"
"Dear 
@narendramodi
 Can you hear?","Jun 1, 2021",Covid vaccine - Boon or bane,"Hon'ble @drharshvardhan, Sir, with the limited stock of the Covid vaccine in Tamil Nadu, the vaccination is to be halted from 3rd June. At this juncture, I request your kind interference for the smooth supply of vaccines to TN for uninterrupted #vaccination. Thank you! #COVID19"
Your response great sir,"Jun 1, 2021",Covid vaccine - Boon or bane,"Hon'ble @drharshvardhan, Sir, with the limited stock of the Covid vaccine in Tamil Nadu, the vaccination is to be halted from 3rd June. At this juncture, I request your kind interference for the smooth supply of vaccines to TN for uninterrupted #vaccination. Thank you! #COVID19"
"@VanathiBJP
 someone sleeping as MLA that too as BJP MLA... Now people will realise why they voted for her...","Jun 1, 2021",Covid vaccine - Boon or bane,"Hon'ble @drharshvardhan, Sir, with the limited stock of the Covid vaccine in Tamil Nadu, the vaccination is to be halted from 3rd June. At this juncture, I request your kind interference for the smooth supply of vaccines to TN for uninterrupted #vaccination. Thank you! #COVID19"
This is good shine.,"Jun 1, 2021",Covid vaccine - Boon or bane,"Hon'ble @drharshvardhan, Sir, with the limited stock of the Covid vaccine in Tamil Nadu, the vaccination is to be halted from 3rd June. At this juncture, I request your kind interference for the smooth supply of vaccines to TN for uninterrupted #vaccination. Thank you! #COVID19"
"We see day by day RT-PCR testing going down?,active cases going down but case fatality ratio going up,16 May-0.93% & 31 May- 1.71%. As a doctor,former HM,what wud U attribute as a reason for high fatalities?considering all infrastructure,medicines &O2 R available.
@EPSTamilNadu","Jun 1, 2021",Covid vaccine - Boon or bane,"Hon'ble @drharshvardhan, Sir, with the limited stock of the Covid vaccine in Tamil Nadu, the vaccination is to be halted from 3rd June. At this juncture, I request your kind interference for the smooth supply of vaccines to TN for uninterrupted #vaccination. Thank you! #COVID19"
"@VanathiBJP
 u kept harping that the state govt is holding 5L doses. Now what do u got to say?","Jun 1, 2021",Covid vaccine - Boon or bane,"Hon'ble @drharshvardhan, Sir, with the limited stock of the Covid vaccine in Tamil Nadu, the vaccination is to be halted from 3rd June. At this juncture, I request your kind interference for the smooth supply of vaccines to TN for uninterrupted #vaccination. Thank you! #COVID19"
Interference in stock supply  what a English  it's intervention,"Jun 1, 2021",Covid vaccine - Boon or bane,"Hon'ble @drharshvardhan, Sir, with the limited stock of the Covid vaccine in Tamil Nadu, the vaccination is to be halted from 3rd June. At this juncture, I request your kind interference for the smooth supply of vaccines to TN for uninterrupted #vaccination. Thank you! #COVID19"
Together we win,"Jun 1, 2021",Covid vaccine - Boon or bane,"Hon'ble @drharshvardhan, Sir, with the limited stock of the Covid vaccine in Tamil Nadu, the vaccination is to be halted from 3rd June. At this juncture, I request your kind interference for the smooth supply of vaccines to TN for uninterrupted #vaccination. Thank you! #COVID19"
Will there be a demand for covax dose 2 again?,"Jun 1, 2021",Covid vaccine - Boon or bane,"Hon'ble @drharshvardhan, Sir, with the limited stock of the Covid vaccine in Tamil Nadu, the vaccination is to be halted from 3rd June. At this juncture, I request your kind interference for the smooth supply of vaccines to TN for uninterrupted #vaccination. Thank you! #COVID19"
Good gesture sir,"Jun 1, 2021",Covid vaccine - Boon or bane,"Hon'ble @drharshvardhan, Sir, with the limited stock of the Covid vaccine in Tamil Nadu, the vaccination is to be halted from 3rd June. At this juncture, I request your kind interference for the smooth supply of vaccines to TN for uninterrupted #vaccination. Thank you! #COVID19"
"Ungalukku than sir unmayana akkarai irukku, mathavanga vayla than vada suduranga !","Jun 1, 2021",Covid vaccine - Boon or bane,"Hon'ble @drharshvardhan, Sir, with the limited stock of the Covid vaccine in Tamil Nadu, the vaccination is to be halted from 3rd June. At this juncture, I request your kind interference for the smooth supply of vaccines to TN for uninterrupted #vaccination. Thank you! #COVID19"
Thalaiva a a En Anna Un Arumaiii Eppo Dhaan Puriyuthuuu Intha Nandrii Keatta Tamilnadu Makkal Ku...Aathum Chennai La Irukura Muttal Ku ,"Jun 1, 2021",Covid vaccine - Boon or bane,"Hon'ble @drharshvardhan, Sir, with the limited stock of the Covid vaccine in Tamil Nadu, the vaccination is to be halted from 3rd June. At this juncture, I request your kind interference for the smooth supply of vaccines to TN for uninterrupted #vaccination. Thank you! #COVID19"
"Sir
Please submit a report of 
2020-2021 - Hospital Infra
2021-2022 - The planned Infra from your side/ Hand over report.","Jun 1, 2021",Covid vaccine - Boon or bane,"Hon'ble @drharshvardhan, Sir, with the limited stock of the Covid vaccine in Tamil Nadu, the vaccination is to be halted from 3rd June. At this juncture, I request your kind interference for the smooth supply of vaccines to TN for uninterrupted #vaccination. Thank you! #COVID19"
"@Kishoreciyer1
 @VanathiBJP
 @SuryahSG
 @annamalai_k
  true?","Jun 1, 2021",Covid vaccine - Boon or bane,"Hon'ble @drharshvardhan, Sir, with the limited stock of the Covid vaccine in Tamil Nadu, the vaccination is to be halted from 3rd June. At this juncture, I request your kind interference for the smooth supply of vaccines to TN for uninterrupted #vaccination. Thank you! #COVID19"
Good Move Mr. Vijayabaskar,"Jun 1, 2021",Covid vaccine - Boon or bane,"Hon'ble @drharshvardhan, Sir, with the limited stock of the Covid vaccine in Tamil Nadu, the vaccination is to be halted from 3rd June. At this juncture, I request your kind interference for the smooth supply of vaccines to TN for uninterrupted #vaccination. Thank you! #COVID19"
Thank you for your consideration sir.,"Jun 1, 2021",Covid vaccine - Boon or bane,"Hon'ble @drharshvardhan, Sir, with the limited stock of the Covid vaccine in Tamil Nadu, the vaccination is to be halted from 3rd June. At this juncture, I request your kind interference for the smooth supply of vaccines to TN for uninterrupted #vaccination. Thank you! #COVID19"
Yes. There is no vaccine available in Tiruvarur district. They ask us to come by 9th,"Jun 1, 2021",Covid vaccine - Boon or bane,"Hon'ble @drharshvardhan, Sir, with the limited stock of the Covid vaccine in Tamil Nadu, the vaccination is to be halted from 3rd June. At this juncture, I request your kind interference for the smooth supply of vaccines to TN for uninterrupted #vaccination. Thank you! #COVID19"
There is ni vaccine in Trichy city yesterday and today!,"Jun 1, 2021",Covid vaccine - Boon or bane,"Hon'ble @drharshvardhan, Sir, with the limited stock of the Covid vaccine in Tamil Nadu, the vaccination is to be halted from 3rd June. At this juncture, I request your kind interference for the smooth supply of vaccines to TN for uninterrupted #vaccination. Thank you! #COVID19"
Fantastic to see you all working as one team in this pandemic situation to eradicate corona. Keep up the same attitude...,"Jun 1, 2021",Covid vaccine - Boon or bane,"Hon'ble @drharshvardhan, Sir, with the limited stock of the Covid vaccine in Tamil Nadu, the vaccination is to be halted from 3rd June. At this juncture, I request your kind interference for the smooth supply of vaccines to TN for uninterrupted #vaccination. Thank you! #COVID19"
Super sir. Excellent message to central health minister. Thanks for your efforts.,"Jun 1, 2021",Covid vaccine - Boon or bane,"Hon'ble @drharshvardhan, Sir, with the limited stock of the Covid vaccine in Tamil Nadu, the vaccination is to be halted from 3rd June. At this juncture, I request your kind interference for the smooth supply of vaccines to TN for uninterrupted #vaccination. Thank you! #COVID19"
"We miss you sir 
@Vijayabaskarofl
 In this situation Just give suggest to them Please","Jun 1, 2021",Covid vaccine - Boon or bane,"Hon'ble @drharshvardhan, Sir, with the limited stock of the Covid vaccine in Tamil Nadu, the vaccination is to be halted from 3rd June. At this juncture, I request your kind interference for the smooth supply of vaccines to TN for uninterrupted #vaccination. Thank you! #COVID19"
"Whole world is watching Tamil Nadu is working like different developed country .. this is called government I have lot of respect for both party ,, but specially 
@Vijayabaskarofl
 sir ,, why central government can learn from here ..","Jun 1, 2021",Covid vaccine - Boon or bane,"Hon'ble @drharshvardhan, Sir, with the limited stock of the Covid vaccine in Tamil Nadu, the vaccination is to be halted from 3rd June. At this juncture, I request your kind interference for the smooth supply of vaccines to TN for uninterrupted #vaccination. Thank you! #COVID19"
You are a true covid warrior Brother ,"Jun 1, 2021",Covid vaccine - Boon or bane,"Hon'ble @drharshvardhan, Sir, with the limited stock of the Covid vaccine in Tamil Nadu, the vaccination is to be halted from 3rd June. At this juncture, I request your kind interference for the smooth supply of vaccines to TN for uninterrupted #vaccination. Thank you! #COVID19"
All your steps are very wise and need of the hour Sir. Hats off.,"Jun 1, 2021",Covid vaccine - Boon or bane,"Hon'ble @drharshvardhan, Sir, with the limited stock of the Covid vaccine in Tamil Nadu, the vaccination is to be halted from 3rd June. At this juncture, I request your kind interference for the smooth supply of vaccines to TN for uninterrupted #vaccination. Thank you! #COVID19"
நீங்கள் மக்கள் நல்வாழ்வுத் துறை அமைச்சராக இருந்த போது கொஞ்சம் முதுகெலும்பு உள்ளவர் போல் செயல்பட்டிருந்தால் இந்த நிலைமை வந்திருக்குமா?? குட்கா வழக்கில் இருந்து நீங்கள் தப்பிக்க எங்கள்  எதிர்காலத்தில் விளையாடியது மன்னிக்க முடியாத குற்றம்..,"Jun 1, 2021",Covid vaccine - Boon or bane,"Hon'ble @drharshvardhan, Sir, with the limited stock of the Covid vaccine in Tamil Nadu, the vaccination is to be halted from 3rd June. At this juncture, I request your kind interference for the smooth supply of vaccines to TN for uninterrupted #vaccination. Thank you! #COVID19"
"Now..
@drharshvardhan
 will immediately send the vaccines to Tamilnadu...","Jun 1, 2021",Covid vaccine - Boon or bane,"Hon'ble @drharshvardhan, Sir, with the limited stock of the Covid vaccine in Tamil Nadu, the vaccination is to be halted from 3rd June. At this juncture, I request your kind interference for the smooth supply of vaccines to TN for uninterrupted #vaccination. Thank you! #COVID19"
Really appreciate your effort to reach out to centre instead of playing vaccine politics.. Lesson for all those in opposition to follow.,"Jun 1, 2021",Covid vaccine - Boon or bane,"Hon'ble @drharshvardhan, Sir, with the limited stock of the Covid vaccine in Tamil Nadu, the vaccination is to be halted from 3rd June. At this juncture, I request your kind interference for the smooth supply of vaccines to TN for uninterrupted #vaccination. Thank you! #COVID19"
மத்திய அரசு கொடுப்பதை ஓர வஞ்சனை  பார்க்காமல்  எல்லா மாவட்டங்களுக்கும் பிரித்து கொடுக்க தமிழக அரசு தயாரா சார்.‌,"Jun 1, 2021",Covid vaccine - Boon or bane,"Hon'ble @drharshvardhan, Sir, with the limited stock of the Covid vaccine in Tamil Nadu, the vaccination is to be halted from 3rd June. At this juncture, I request your kind interference for the smooth supply of vaccines to TN for uninterrupted #vaccination. Thank you! #COVID19"
Pls intrspoect and ensure wastages are less than national average. TN has 15% wastage. UN acceptable,"Jun 1, 2021",Covid vaccine - Boon or bane,"Hon'ble @drharshvardhan, Sir, with the limited stock of the Covid vaccine in Tamil Nadu, the vaccination is to be halted from 3rd June. At this juncture, I request your kind interference for the smooth supply of vaccines to TN for uninterrupted #vaccination. Thank you! #COVID19"
"Atleast reply 
@drharshvardhan","Jun 1, 2021",Covid vaccine - Boon or bane,"Hon'ble @drharshvardhan, Sir, with the limited stock of the Covid vaccine in Tamil Nadu, the vaccination is to be halted from 3rd June. At this juncture, I request your kind interference for the smooth supply of vaccines to TN for uninterrupted #vaccination. Thank you! #COVID19"
Why to request ....  Is not our RIGHTS to ask Union Govt?,"Jun 1, 2021",Covid vaccine - Boon or bane,"Hon'ble @drharshvardhan, Sir, with the limited stock of the Covid vaccine in Tamil Nadu, the vaccination is to be halted from 3rd June. At this juncture, I request your kind interference for the smooth supply of vaccines to TN for uninterrupted #vaccination. Thank you! #COVID19"
"ஐயா கோவையில் தடுப்பூசி கிடைப்பதில்லை 
ஆன்லைன் புக்கிங் நிறுத்தி வைக்கப் பட்டுள்ளது
18 முதல் 45 வயது வரை உள்ளவர்களுக்கு எங்குமே தடுப்பூசி கிடைக்கவில்லை
தொழிற்சாலைகள் மற்றும் ஐடி நிறுவன ஊழியர்களுக்கு பணிபுரியும் இடங்களிலேயே போட்டுவிடுகின்றனர் ஆனால் சாமானியன் நிலை ? உள்ளது","Jun 1, 2021",Covid vaccine - Boon or bane,"Hon'ble @drharshvardhan, Sir, with the limited stock of the Covid vaccine in Tamil Nadu, the vaccination is to be halted from 3rd June. At this juncture, I request your kind interference for the smooth supply of vaccines to TN for uninterrupted #vaccination. Thank you! #COVID19"
