Tweet,Date of Tweet,Topic,Parent Tweet,Language
Super sir...Your kind involvement in this from the beginning is amazing...Keep up the good work.,"Jun 2, 2021",Covid vaccine - Boon or bane,"Hon'ble @USER_60, Sir, with the limited stock of the Covid vaccine in Tamil Nadu, the vaccination is to be halted from 3rd June. At this juncture, I request your kind interference for the smooth supply of vaccines to TN for uninterrupted #vaccination. Thank you! #COVID19",ENGLISH
vaalkkai payanam super,"Jun 2, 2021",Covid vaccine - Boon or bane,"Hon'ble @USER_60, Sir, with the limited stock of the Covid vaccine in Tamil Nadu, the vaccination is to be halted from 3rd June. At this juncture, I request your kind interference for the smooth supply of vaccines to TN for uninterrupted #vaccination. Thank you! #COVID19",CODE-MIXED
Very good message to Central government sir. Keep support tamilnadu people.,"Jun 2, 2021",Covid vaccine - Boon or bane,"Hon'ble @USER_60, Sir, with the limited stock of the Covid vaccine in Tamil Nadu, the vaccination is to be halted from 3rd June. At this juncture, I request your kind interference for the smooth supply of vaccines to TN for uninterrupted #vaccination. Thank you! #COVID19",ENGLISH
Where is the availability chart for erode..nothing is proper!!!!@USER_74 I don't know what he is doing till now for the same,"Jun 7, 2021",Covid vaccine - Boon or bane,"Hon'ble @USER_60, Sir, with the limited stock of the Covid vaccine in Tamil Nadu, the vaccination is to be halted from 3rd June. At this juncture, I request your kind interference for the smooth supply of vaccines to TN for uninterrupted #vaccination. Thank you! #COVID19",ENGLISH
Yes that is true n required.,"Jun 11, 2021",Covid vaccine - Boon or bane,"Hon'ble @USER_60, Sir, with the limited stock of the Covid vaccine in Tamil Nadu, the vaccination is to be halted from 3rd June. At this juncture, I request your kind interference for the smooth supply of vaccines to TN for uninterrupted #vaccination. Thank you! #COVID19",ENGLISH
"Please follow our volunteer page 
@USER_11","Jun 12, 2021",Covid vaccine - Boon or bane,"Hon'ble @USER_60, Sir, with the limited stock of the Covid vaccine in Tamil Nadu, the vaccination is to be halted from 3rd June. At this juncture, I request your kind interference for the smooth supply of vaccines to TN for uninterrupted #vaccination. Thank you! #COVID19",ENGLISH
"When PM came on tv and made his biggest PR, from next day no vaccine in my UPHC for last 1.5 week...wow way to go","Jun 14, 2021",Covid vaccine - Boon or bane,"Hon'ble @USER_60, Sir, with the limited stock of the Covid vaccine in Tamil Nadu, the vaccination is to be halted from 3rd June. At this juncture, I request your kind interference for the smooth supply of vaccines to TN for uninterrupted #vaccination. Thank you! #COVID19",ENGLISH
Is this still halted !,"Jun 15, 2021",Covid vaccine - Boon or bane,"Hon'ble @USER_60, Sir, with the limited stock of the Covid vaccine in Tamil Nadu, the vaccination is to be halted from 3rd June. At this juncture, I request your kind interference for the smooth supply of vaccines to TN for uninterrupted #vaccination. Thank you! #COVID19",CODE-MIXED
2nd dose for 45+ not available in 600064 Centers in nearby areas asking Residents of 600064 to go back .Same date for1st dose of 18+ Total Mess CoWin Website Bullshit &Rotten Useless Site For SubUrban Areas Sorry To say This Website Only Hype Total Discrimination Against SubUrbs,"Jun 19, 2021",Covid vaccine - Boon or bane,"Hon'ble @USER_60, Sir, with the limited stock of the Covid vaccine in Tamil Nadu, the vaccination is to be halted from 3rd June. At this juncture, I request your kind interference for the smooth supply of vaccines to TN for uninterrupted #vaccination. Thank you! #COVID19",ENGLISH
"Sir, Mr Vijaya bhaskar you are from the opposition as of now ,it is the duty of the elected state  government to do this job.will see what they do.","Jun 20, 2021",Covid vaccine - Boon or bane,"Hon'ble @USER_60, Sir, with the limited stock of the Covid vaccine in Tamil Nadu, the vaccination is to be halted from 3rd June. At this juncture, I request your kind interference for the smooth supply of vaccines to TN for uninterrupted #vaccination. Thank you! #COVID19",ENGLISH
কিন্তু  ভ্যাকসিন  কম  সাপ্লাই,"Jun 21, 2021",Covid vaccine - Boon or bane,"Hon'ble @USER_60, Sir, with the limited stock of the Covid vaccine in Tamil Nadu, the vaccination is to be halted from 3rd June. At this juncture, I request your kind interference for the smooth supply of vaccines to TN for uninterrupted #vaccination. Thank you! #COVID19",CODE-MIXED
Please update for booking timing at bhadrak today,"Jun 21, 2021",Covid vaccine - Boon or bane,"Hon'ble @USER_60, Sir, with the limited stock of the Covid vaccine in Tamil Nadu, the vaccination is to be halted from 3rd June. At this juncture, I request your kind interference for the smooth supply of vaccines to TN for uninterrupted #vaccination. Thank you! #COVID19",ENGLISH
"https://youtu.be/-5UvlSMMVW0

Congrats ","Jun 22, 2021",Covid vaccine - Boon or bane,"Hon'ble @USER_60, Sir, with the limited stock of the Covid vaccine in Tamil Nadu, the vaccination is to be halted from 3rd June. At this juncture, I request your kind interference for the smooth supply of vaccines to TN for uninterrupted #vaccination. Thank you! #COVID19",CODE-MIXED
"https://twitter.com/SandeepanKirti/status/1407319981356847104?s=19…

I want justice for my father. ","Jun 22, 2021",Covid vaccine - Boon or bane,"Hon'ble @USER_60, Sir, with the limited stock of the Covid vaccine in Tamil Nadu, the vaccination is to be halted from 3rd June. At this juncture, I request your kind interference for the smooth supply of vaccines to TN for uninterrupted #vaccination. Thank you! #COVID19",CODE-MIXED
"https://youtu.be/-3MGtBsCQlk
Pm fasal beema yojna quiz","Jun 23, 2021",Covid vaccine - Boon or bane,"Hon'ble @USER_60, Sir, with the limited stock of the Covid vaccine in Tamil Nadu, the vaccination is to be halted from 3rd June. At this juncture, I request your kind interference for the smooth supply of vaccines to TN for uninterrupted #vaccination. Thank you! #COVID19",CODE-MIXED
Vaccine available ni h kanpur nagar m slot booking k issue continue hai kuch center only married logo ko lga re aam log kya kre,"Jun 26, 2021",Covid vaccine - Boon or bane,"Hon'ble @USER_60, Sir, with the limited stock of the Covid vaccine in Tamil Nadu, the vaccination is to be halted from 3rd June. At this juncture, I request your kind interference for the smooth supply of vaccines to TN for uninterrupted #vaccination. Thank you! #COVID19",ENGLISH
"In Chennai, there are no date available next 10 days for vaccination, please do the needful Sir. 
@USER_28
 @USER_10","Jun 27, 2021",Covid vaccine - Boon or bane,"Hon'ble @USER_60, Sir, with the limited stock of the Covid vaccine in Tamil Nadu, the vaccination is to be halted from 3rd June. At this juncture, I request your kind interference for the smooth supply of vaccines to TN for uninterrupted #vaccination. Thank you! #COVID19",ENGLISH
Really pathetic to beg everytime with the center. They have to realize that it is their duty to put the vaccine to every citizen on time before exporting to other countries...,"Jun 28, 2021",Covid vaccine - Boon or bane,"Hon'ble @USER_60, Sir, with the limited stock of the Covid vaccine in Tamil Nadu, the vaccination is to be halted from 3rd June. At this juncture, I request your kind interference for the smooth supply of vaccines to TN for uninterrupted #vaccination. Thank you! #COVID19",ENGLISH
Well,"Jun 28, 2021",Covid vaccine - Boon or bane,"Hon'ble @USER_60, Sir, with the limited stock of the Covid vaccine in Tamil Nadu, the vaccination is to be halted from 3rd June. At this juncture, I request your kind interference for the smooth supply of vaccines to TN for uninterrupted #vaccination. Thank you! #COVID19",CODE-MIXED
8Lakh vaccine rcvd today . Pl update yourself,"Jun 12, 2021",Covid vaccine - Boon or bane,A Total Of 2.66L+ Doses Of Covid-19 Vaccines Were Administered Today In TN According To Cowin. It's The Highest In 8 Days. So It's Clear That Vaccine Shortage Is The Issue In Tamil Nadu Now & Not Vaccine Hesitancy.. #Covid19 #TN,ENGLISH
Look at the nos when there is enough stock & when there is a shortage. Yes aware that the state got Supplies.,"Jun 12, 2021",Covid vaccine - Boon or bane,A Total Of 2.66L+ Doses Of Covid-19 Vaccines Were Administered Today In TN According To Cowin. It's The Highest In 8 Days. So It's Clear That Vaccine Shortage Is The Issue In Tamil Nadu Now & Not Vaccine Hesitancy.. #Covid19 #TN,ENGLISH
"Vaccine hestinacy is still there. But the Vaccine shortage issue is bigger now.
Look at the Vaccination nos when there was shortage.
11 jun- 58k
10 Jun - 32k
9 Jun - 32k
8 Jun - 35k","Jun 12, 2021",Covid vaccine - Boon or bane,A Total Of 2.66L+ Doses Of Covid-19 Vaccines Were Administered Today In TN According To Cowin. It's The Highest In 8 Days. So It's Clear That Vaccine Shortage Is The Issue In Tamil Nadu Now & Not Vaccine Hesitancy.. #Covid19 #TN,ENGLISH
Partially correct but still hesitancy plays a role.,"Jun 12, 2021",Covid vaccine - Boon or bane,A Total Of 2.66L+ Doses Of Covid-19 Vaccines Were Administered Today In TN According To Cowin. It's The Highest In 8 Days. So It's Clear That Vaccine Shortage Is The Issue In Tamil Nadu Now & Not Vaccine Hesitancy.. #Covid19 #TN,ENGLISH
No. There is only limited supply. There  are no Covishield in any hospitals,"Jun 12, 2021",Covid vaccine - Boon or bane,A Total Of 2.66L+ Doses Of Covid-19 Vaccines Were Administered Today In TN According To Cowin. It's The Highest In 8 Days. So It's Clear That Vaccine Shortage Is The Issue In Tamil Nadu Now & Not Vaccine Hesitancy.. #Covid19 #TN,ENGLISH
We need a steady stream of supply. The state govt cannot effectively manage the logistics if they are forced to close one week and open the next. It is tough to get the message out to people if it is like this.,"Jun 12, 2021",Covid vaccine - Boon or bane,A Total Of 2.66L+ Doses Of Covid-19 Vaccines Were Administered Today In TN According To Cowin. It's The Highest In 8 Days. So It's Clear That Vaccine Shortage Is The Issue In Tamil Nadu Now & Not Vaccine Hesitancy.. #Covid19 #TN,ENGLISH
"Vaccines hesitancy has reduced a lot in the past few weeks, lots of people are terrified now after seeing their friends and family suffering from the virus and losing loved ones.","Jun 12, 2021",Covid vaccine - Boon or bane,A Total Of 2.66L+ Doses Of Covid-19 Vaccines Were Administered Today In TN According To Cowin. It's The Highest In 8 Days. So It's Clear That Vaccine Shortage Is The Issue In Tamil Nadu Now & Not Vaccine Hesitancy.. #Covid19 #TN,ENGLISH
Know many people who don't want to get vaccinated.,"Jun 12, 2021",Covid vaccine - Boon or bane,A Total Of 2.66L+ Doses Of Covid-19 Vaccines Were Administered Today In TN According To Cowin. It's The Highest In 8 Days. So It's Clear That Vaccine Shortage Is The Issue In Tamil Nadu Now & Not Vaccine Hesitancy.. #Covid19 #TN,ENGLISH
Yeah everyday people are searching for vaccines in nearby centre’s.. today the total tally is 3.26L in TN.. we received 5 lakhs and done 3.26 so after 2 days it will be slow..,"Jun 12, 2021",Covid vaccine - Boon or bane,A Total Of 2.66L+ Doses Of Covid-19 Vaccines Were Administered Today In TN According To Cowin. It's The Highest In 8 Days. So It's Clear That Vaccine Shortage Is The Issue In Tamil Nadu Now & Not Vaccine Hesitancy.. #Covid19 #TN,ENGLISH
I hope the vaccines will improve from july onwards... No issue after that,"Jun 13, 2021",Covid vaccine - Boon or bane,A Total Of 2.66L+ Doses Of Covid-19 Vaccines Were Administered Today In TN According To Cowin. It's The Highest In 8 Days. So It's Clear That Vaccine Shortage Is The Issue In Tamil Nadu Now & Not Vaccine Hesitancy.. #Covid19 #TN,ENGLISH
"How does even worst enemy states of BJP like WB have no vaccine shortage but TN does , somewhere blame lies with state govt , just like remedesvir did state govt not place order or request for doses on time,  very fishy, only TN facing vaccine shortage in whole of India","Jun 13, 2021",Covid vaccine - Boon or bane,A Total Of 2.66L+ Doses Of Covid-19 Vaccines Were Administered Today In TN According To Cowin. It's The Highest In 8 Days. So It's Clear That Vaccine Shortage Is The Issue In Tamil Nadu Now & Not Vaccine Hesitancy.. #Covid19 #TN,ENGLISH
"Looks like DWD got the 20 lakhs doses directly from his American friends 

When there is some delay in delivery you were quick to criticise Central govt. But don't appreciate support provided by central govt in ensuring sufficient stock was available to achieve this landmark.","Sep 12, 2021",Covid vaccine - Boon or bane,"Over 20 lakh #Covid  vaccine doses administered in Tamil Nadu today. Well done 
@USER_40 @USER_31.
",ENGLISH
"Remember, delay increases 'lose of life'... Until we experience the pain, we will not know what each family went (or going) through due to the lose of life. Atleast on few cases, we should forget politics, and think like a common man.","Sep 13, 2021",Covid vaccine - Boon or bane,"Over 20 lakh #Covid  vaccine doses administered in Tamil Nadu today. Well done 
@USER_40 @USER_31.
",ENGLISH
"Now the credit goes to state government. If there is no vaccine then blame central government. What logic is this 
@USER_70
 @USER_53","Sep 13, 2021",Covid vaccine - Boon or bane,"Over 20 lakh #Covid  vaccine doses administered in Tamil Nadu today. Well done 
@USER_40 @USER_31.
",ENGLISH
"Its simple, Union is responsible for procurement, State is responsible for distribution. What’s your issue here?","Sep 13, 2021",Covid vaccine - Boon or bane,"Over 20 lakh #Covid  vaccine doses administered in Tamil Nadu today. Well done 
@USER_40 @USER_31.
",ENGLISH
"Cc 
@USER_28","Sep 12, 2021",Covid vaccine - Boon or bane,"Over 20 lakh #Covid  vaccine doses administered in Tamil Nadu today. Well done 
@USER_40 @USER_31.
",CODE-MIXED
Super tn people's govt.20 lakes,"Sep 12, 2021",Covid vaccine - Boon or bane,"Over 20 lakh #Covid  vaccine doses administered in Tamil Nadu today. Well done 
@USER_40 @USER_31.
",CODE-MIXED
Say thanks to Modi.,"Sep 12, 2021",Covid vaccine - Boon or bane,"Over 20 lakh #Covid  vaccine doses administered in Tamil Nadu today. Well done 
@USER_40 @USER_31.
",CODE-MIXED
Today chennai vaccination campaign everywhere... TN govt.... Good,"Sep 12, 2021",Covid vaccine - Boon or bane,"Over 20 lakh #Covid  vaccine doses administered in Tamil Nadu today. Well done 
@USER_40 @USER_31.
",ENGLISH
Modi government well administered in supplying vaccines to the states to achieve this.,"Sep 12, 2021",Covid vaccine - Boon or bane,"Over 20 lakh #Covid  vaccine doses administered in Tamil Nadu today. Well done 
@USER_40 @USER_31.
",ENGLISH
Accreditation from the chief .,"Sep 12, 2021",Covid vaccine - Boon or bane,"Over 20 lakh #Covid  vaccine doses administered in Tamil Nadu today. Well done 
@USER_40 @USER_31.
",ENGLISH
"So say thanks to 
@USER_77","Sep 12, 2021",Covid vaccine - Boon or bane,"Over 20 lakh #Covid  vaccine doses administered in Tamil Nadu today. Well done 
@USER_40 @USER_31.
",CODE-MIXED
"More than 50% of Indian population vaccinated. No good words for that, spin doctor?","Sep 12, 2021",Covid vaccine - Boon or bane,"Over 20 lakh #Covid  vaccine doses administered in Tamil Nadu today. Well done 
@USER_40 @USER_31.
",ENGLISH
"Also 
@USER_74
 . Fixed it for you sir","Sep 12, 2021",Covid vaccine - Boon or bane,"Over 20 lakh #Covid  vaccine doses administered in Tamil Nadu today. Well done 
@USER_40 @USER_31.
",ENGLISH
இந்த சாதனையை பல மாநிலங்களில் நடத்தி விட்டார்கள்... பல நாட்கள் முன்பே.,"Sep 12, 2021",Covid vaccine - Boon or bane,"Over 20 lakh #Covid  vaccine doses administered in Tamil Nadu today. Well done 
@USER_40 @USER_31.
",TAMIL
Elei Neutral daaw.. Elei,"Sep 12, 2021",Covid vaccine - Boon or bane,"Over 20 lakh #Covid  vaccine doses administered in Tamil Nadu today. Well done 
@USER_40 @USER_31.
",CODE-MIXED
"காலைல நீட் தேர்வு க்கு எடப்பாடிக்கு ஒரு குத்து, மாலைல தடுப்பூசிக்கு திமுக விற்க்கு ஒரு குத்து
பிழைக்க தெரிந்த ஆளு சுமன்","Sep 12, 2021",Covid vaccine - Boon or bane,"Over 20 lakh #Covid  vaccine doses administered in Tamil Nadu today. Well done 
@USER_40 @USER_31.
",TAMIL
Well done to sisters ,"Sep 12, 2021",Covid vaccine - Boon or bane,"Over 20 lakh #Covid  vaccine doses administered in Tamil Nadu today. Well done 
@USER_40 @USER_31.
",CODE-MIXED
"If dis special vaccination camp.had been conducted on a free Sunday in which no exams held, da target achieved could hav been more dan dis.","Sep 12, 2021",Covid vaccine - Boon or bane,"Over 20 lakh #Covid  vaccine doses administered in Tamil Nadu today. Well done 
@USER_40 @USER_31.
",ENGLISH
"@USER_74
 Podunga mama .so called centrist","Sep 12, 2021",Covid vaccine - Boon or bane,"Over 20 lakh #Covid  vaccine doses administered in Tamil Nadu today. Well done 
@USER_40 @USER_31.
",CODE-MIXED
"Saar.. why are you ignoring the real heroes our nurses, doctors, guys who provided logistical support and not to forget our chief scientist Hon. Modi ji? Is this your neutrality?","Sep 12, 2021",Covid vaccine - Boon or bane,"Over 20 lakh #Covid  vaccine doses administered in Tamil Nadu today. Well done 
@USER_40 @USER_31.
",ENGLISH
"As usual you do not want to thank Modi vaccine giver, Covishield and Covaxin vaccine makers.","Sep 12, 2021",Covid vaccine - Boon or bane,"Over 20 lakh #Covid  vaccine doses administered in Tamil Nadu today. Well done 
@USER_40 @USER_31.
",ENGLISH
"இதற்கெல்லாம் 
@USER_74
 tag பண்ண மாட்டீங்களா மாம்ஸ்","Sep 12, 2021",Covid vaccine - Boon or bane,"Over 20 lakh #Covid  vaccine doses administered in Tamil Nadu today. Well done 
@USER_40 @USER_31.
",CODE-MIXED
Shameless fellow when AIADMK vaccination request given though you are doctor you did opposed in debates,"Sep 12, 2021",Covid vaccine - Boon or bane,"Over 20 lakh #Covid  vaccine doses administered in Tamil Nadu today. Well done 
@USER_40 @USER_31.
",ENGLISH
Is there any reason for not including CM name?,"Sep 12, 2021",Covid vaccine - Boon or bane,"Over 20 lakh #Covid  vaccine doses administered in Tamil Nadu today. Well done 
@USER_40 @USER_31.
",ENGLISH
superb....,"Sep 12, 2021",Covid vaccine - Boon or bane,"Over 20 lakh #Covid  vaccine doses administered in Tamil Nadu today. Well done 
@USER_40 @USER_31.
",CODE-MIXED
Good work by Sri Radhakrishnan,"Sep 12, 2021",Covid vaccine - Boon or bane,"Over 20 lakh #Covid  vaccine doses administered in Tamil Nadu today. Well done 
@USER_40 @USER_31.
",ENGLISH
"Thanks to GoI. Based on vaccination performance of TN, they have allocated higher doses to TN. Thanks to CM for your directions and guidance  to HM. Only becos of your guidance, the massive vaccination was achieved.","Sep 12, 2021",Covid vaccine - Boon or bane,"Over 20 lakh #Covid  vaccine doses administered in Tamil Nadu today. Well done 
@USER_40 @USER_31.
",ENGLISH
Good no blame game and team work given result . Little upset after seen news that for vaccination free free free only working out,"Sep 12, 2021",Covid vaccine - Boon or bane,"Over 20 lakh #Covid  vaccine doses administered in Tamil Nadu today. Well done 
@USER_40 @USER_31.
",ENGLISH
"Did you pass compliment to Central Govt when over 1 crore vaccines were administered in a single day?

When vaccines were short, DMK criticized Centre.  When 20 lakh vaccines were given by Centre at free of cost, did anyone thank NaMo or Centre?","Sep 12, 2021",Covid vaccine - Boon or bane,"Over 20 lakh #Covid  vaccine doses administered in Tamil Nadu today. Well done 
@USER_40 @USER_31.
",ENGLISH
Charlie Chaplin of Congress.,"Sep 12, 2021",Covid vaccine - Boon or bane,"Over 20 lakh #Covid  vaccine doses administered in Tamil Nadu today. Well done 
@USER_40 @USER_31.
",CODE-MIXED
Well done... BJP government.... Thanks to Modiji..... ,"Sep 12, 2021",Covid vaccine - Boon or bane,"Over 20 lakh #Covid  vaccine doses administered in Tamil Nadu today. Well done 
@USER_40 @USER_31.
",ENGLISH
28.36 lakhs,"Sep 12, 2021",Covid vaccine - Boon or bane,"Over 20 lakh #Covid  vaccine doses administered in Tamil Nadu today. Well done 
@USER_40 @USER_31.
",XHOSA
Cheers guys arivalaym ,"Sep 12, 2021",Covid vaccine - Boon or bane,"Over 20 lakh #Covid  vaccine doses administered in Tamil Nadu today. Well done 
@USER_40 @USER_31.
",CODE-MIXED
Hello poyya,"Sep 12, 2021",Covid vaccine - Boon or bane,"Over 20 lakh #Covid  vaccine doses administered in Tamil Nadu today. Well done 
@USER_40 @USER_31.
",CODE-MIXED
Mr sumanth this is not big achievement we have lot to do prevent from source society discipline,"Sep 12, 2021",Covid vaccine - Boon or bane,"Over 20 lakh #Covid  vaccine doses administered in Tamil Nadu today. Well done 
@USER_40 @USER_31.
",ENGLISH
சுமந்த் மாமாவுக்கு குழந்தை பிறந்தால் அவரோட உறவினர்கள் டாக்டருக்குத்தான் வாழ்த்து தெரிவிப்பாங்க,"Sep 12, 2021",Covid vaccine - Boon or bane,"Over 20 lakh #Covid  vaccine doses administered in Tamil Nadu today. Well done 
@USER_40 @USER_31.
",TAMIL
Sir will appreciate only the tumbler of water. Won't be thankful / think about the rain behind it,"Sep 13, 2021",Covid vaccine - Boon or bane,"Over 20 lakh #Covid  vaccine doses administered in Tamil Nadu today. Well done 
@USER_40 @USER_31.
",ENGLISH
Modi government sends vaccines to every state and Tamilnadu state government trying hard to steal the credit. #திருட்டுதிராவிடம் #உதாரு_விட்ட_உதய்  #KonguNadu,"Sep 13, 2021",Covid vaccine - Boon or bane,"Over 20 lakh #Covid  vaccine doses administered in Tamil Nadu today. Well done 
@USER_40 @USER_31.
",CODE-MIXED
"Please support TN, we are all tamils first. Eventhough u are aariya or brahmin subsect, first v are tamils.","Sep 13, 2021",Covid vaccine - Boon or bane,"Over 20 lakh #Covid  vaccine doses administered in Tamil Nadu today. Well done 
@USER_40 @USER_31.
",ENGLISH
Paathu sumanth mama ... Thooku maatikathinga,"Sep 13, 2021",Covid vaccine - Boon or bane,"Over 20 lakh #Covid  vaccine doses administered in Tamil Nadu today. Well done 
@USER_40 @USER_31.
",CODE-MIXED
இதுக்கு பெயர்தான் ஜால்ரா.‌!!,"Sep 13, 2021",Covid vaccine - Boon or bane,"Over 20 lakh #Covid  vaccine doses administered in Tamil Nadu today. Well done 
@USER_40 @USER_31.
",TAMIL
"MKS means ACTION ,NOT BLABBERING.","Sep 13, 2021",Covid vaccine - Boon or bane,"Over 20 lakh #Covid  vaccine doses administered in Tamil Nadu today. Well done 
@USER_40 @USER_31.
",CODE-MIXED
"Hats off to the doctors and nurses of Tamilnadu govt service who have been working over time, round the clock to administer vaccines 
@USER_40
 @USER_14","Sep 15, 2021",Covid vaccine - Boon or bane,"Over 20 lakh #Covid  vaccine doses administered in Tamil Nadu today. Well done 
@USER_40 @USER_31.
",ENGLISH
"Time for the administration to come up with a carrot and stick policy to propel the Vaccination drive.
The current policy of allowing only fully vaccinated to use public spaces like shops, malls and theatres is not practical and impossible to monitor implementation!","Nov 25, 2021",Covid vaccine - Boon or bane,"Covid vaccine total dues in Tamil Nadu as on Nov 23 👇

73.46 lakh persons are due for their second dose of vaccine.

#GetVaccinated #VaccinesForAll #Covid #Coronavirus",ENGLISH
"Gov can easily track for those not taken vaccination. meet them personally using மகளிர் சுய உதவிக்குழு, volunteers etc.. we are seeing big hike in Germany , Russia which we may see India also ..","Nov 25, 2021",Covid vaccine - Boon or bane,"Covid vaccine total dues in Tamil Nadu as on Nov 23 👇

73.46 lakh persons are due for their second dose of vaccine.

#GetVaccinated #VaccinesForAll #Covid #Coronavirus",CODE-MIXED
News 7 results 43% poor performance in 200 days sixer,"Nov 25, 2021",Covid vaccine - Boon or bane,"Covid vaccine total dues in Tamil Nadu as on Nov 23 👇

73.46 lakh persons are due for their second dose of vaccine.

#GetVaccinated #VaccinesForAll #Covid #Coronavirus",ENGLISH
"Amazing how govts are unable to understand that the vaccine market is a seller's market. Floating tenders won't work, they need to do what Israel did, call the company execs and seal the deal directly.","Jun 5, 2021",Covid vaccine - Boon or bane,Tamil Nadu Global Tender For Covid-19 Vaccines Draws A Blank With No Takers. The setback comes in the backdrop of serious concerns already being raised about TN’s poor performance overall in terms of vaccination coverage when compared to other States.,ENGLISH
See everyone does what they know best,"Jun 5, 2021",Covid vaccine - Boon or bane,Tamil Nadu Global Tender For Covid-19 Vaccines Draws A Blank With No Takers. The setback comes in the backdrop of serious concerns already being raised about TN’s poor performance overall in terms of vaccination coverage when compared to other States.,ENGLISH
Lol,"Jun 5, 2021",Covid vaccine - Boon or bane,Tamil Nadu Global Tender For Covid-19 Vaccines Draws A Blank With No Takers. The setback comes in the backdrop of serious concerns already being raised about TN’s poor performance overall in terms of vaccination coverage when compared to other States.,CODE-MIXED
"About time, you mentioned U.P. Global tender for vaccines. Bottom line, it’s a central govt job and more efficient- c","Jun 5, 2021",Covid vaccine - Boon or bane,Tamil Nadu Global Tender For Covid-19 Vaccines Draws A Blank With No Takers. The setback comes in the backdrop of serious concerns already being raised about TN’s poor performance overall in terms of vaccination coverage when compared to other States.,ENGLISH
"This was expected.  Moderna & Pfizer are yet to honour their delivery commitment to many countries. They can no way deliver to TN in 6 mths.  Further they have no DGCI approval.

In 6 months, we would have produced over 1B doses. Global tender by #SixerCM just hogwash","Jun 5, 2021",Covid vaccine - Boon or bane,Tamil Nadu Global Tender For Covid-19 Vaccines Draws A Blank With No Takers. The setback comes in the backdrop of serious concerns already being raised about TN’s poor performance overall in terms of vaccination coverage when compared to other States.,ENGLISH
TN govt has not shown any seriousness in encouraging people to get vaccinated,"Jun 5, 2021",Covid vaccine - Boon or bane,Tamil Nadu Global Tender For Covid-19 Vaccines Draws A Blank With No Takers. The setback comes in the backdrop of serious concerns already being raised about TN’s poor performance overall in terms of vaccination coverage when compared to other States.,ENGLISH
Look at the fellow - Doesn’t even have the basic sense to wear a mask.,"Jun 5, 2021",Covid vaccine - Boon or bane,Tamil Nadu Global Tender For Covid-19 Vaccines Draws A Blank With No Takers. The setback comes in the backdrop of serious concerns already being raised about TN’s poor performance overall in terms of vaccination coverage when compared to other States.,ENGLISH
"@USER_87
 @USER_53
 @USER_72
 @USER_64
 @USER_16
 @USER_59","Jun 5, 2021",Covid vaccine - Boon or bane,Tamil Nadu Global Tender For Covid-19 Vaccines Draws A Blank With No Takers. The setback comes in the backdrop of serious concerns already being raised about TN’s poor performance overall in terms of vaccination coverage when compared to other States.,CODE-MIXED
"Namma otta voi narayan ptr a pattha sollunga ,mandaiyan enna dakalti uttan","Jun 5, 2021",Covid vaccine - Boon or bane,Tamil Nadu Global Tender For Covid-19 Vaccines Draws A Blank With No Takers. The setback comes in the backdrop of serious concerns already being raised about TN’s poor performance overall in terms of vaccination coverage when compared to other States.,CODE-MIXED
"They were touting a political non-entity- Jesse Jackson ,as a saviour.","Jun 5, 2021",Covid vaccine - Boon or bane,Tamil Nadu Global Tender For Covid-19 Vaccines Draws A Blank With No Takers. The setback comes in the backdrop of serious concerns already being raised about TN’s poor performance overall in terms of vaccination coverage when compared to other States.,ENGLISH
Funny guys. ஒரு முரட்டு ஊபி இதை பாத்துட்டு ஏன் டீசல் பெட்ரோல் நேரடியாக இறக்குமதி பண்ண கூடாதுனு கூவிச்சு,"Jun 5, 2021",Covid vaccine - Boon or bane,Tamil Nadu Global Tender For Covid-19 Vaccines Draws A Blank With No Takers. The setback comes in the backdrop of serious concerns already being raised about TN’s poor performance overall in terms of vaccination coverage when compared to other States.,CODE-MIXED
How did BMC get responses?,"Jun 5, 2021",Covid vaccine - Boon or bane,Tamil Nadu Global Tender For Covid-19 Vaccines Draws A Blank With No Takers. The setback comes in the backdrop of serious concerns already being raised about TN’s poor performance overall in terms of vaccination coverage when compared to other States.,CODE-MIXED
Without Centres’ guarantee no one would offer vaccine to a State Govt,"Jun 5, 2021",Covid vaccine - Boon or bane,Tamil Nadu Global Tender For Covid-19 Vaccines Draws A Blank With No Takers. The setback comes in the backdrop of serious concerns already being raised about TN’s poor performance overall in terms of vaccination coverage when compared to other States.,ENGLISH
It's rather naive to think in terms of a 'global tender' for supply of Covid Vaccine .... people don't realise that it's not a commodity that's available off the shelf !!!,"Jun 5, 2021",Covid vaccine - Boon or bane,Tamil Nadu Global Tender For Covid-19 Vaccines Draws A Blank With No Takers. The setback comes in the backdrop of serious concerns already being raised about TN’s poor performance overall in terms of vaccination coverage when compared to other States.,ENGLISH
How dare they…? They have no fear of the greatest Dravidian leader? ;-),"Jun 5, 2021",Covid vaccine - Boon or bane,Tamil Nadu Global Tender For Covid-19 Vaccines Draws A Blank With No Takers. The setback comes in the backdrop of serious concerns already being raised about TN’s poor performance overall in terms of vaccination coverage when compared to other States.,ENGLISH
I think there is positive response to odhisa's tender it seems,"Jun 5, 2021",Covid vaccine - Boon or bane,Tamil Nadu Global Tender For Covid-19 Vaccines Draws A Blank With No Takers. The setback comes in the backdrop of serious concerns already being raised about TN’s poor performance overall in terms of vaccination coverage when compared to other States.,ENGLISH
